Age,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,overtime_flag,business_travel_ord,dept_Sales,dept_RD,dept_HR,marital_Single,marital_Married,marital_Divorced,salary_percentile,promotion_gap_months,tenure_ratio
42,6,4,1,2,4,3,13374,9,24,4,4,2,29,5,1,14,11,2,13,0,1,1,0,0,1,0,0,0.5541547277936962,2.0,0.4666666666666667
32,12,2,2,4,3,2,5313,0,22,3,2,0,9,2,3,0,0,0,0,1,1,1,0,0,1,0,0,0.1685450493473416,0.0,0.0
39,22,5,3,1,1,1,19007,0,24,3,2,2,30,3,1,4,2,2,4,0,1,0,1,0,0,1,0,0.8212425007893905,2.0,0.12903225806451613
30,19,4,3,4,1,4,15279,5,25,3,1,0,9,5,4,1,1,1,1,0,1,1,0,0,1,0,0,0.6572429162687042,1.0,0.1
45,10,5,3,3,1,3,16767,3,22,3,4,1,25,5,2,4,4,4,4,0,1,0,1,0,1,0,0,0.6245263656457215,4.0,0.15384615384615385
45,7,3,3,3,4,4,14706,4,24,3,1,3,26,5,3,10,7,6,8,0,1,0,1,0,1,0,0,0.49490843069150614,6.0,0.37037037037037035
31,8,1,2,4,3,4,17956,6,25,3,3,2,4,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0.7784350932023664,0.0,0.0
40,17,1,3,4,1,2,14442,7,25,3,2,1,14,4,3,13,11,1,13,0,1,0,1,0,0,1,0,0.480462582886012,1.0,0.8666666666666667
49,12,1,3,4,5,4,19736,7,24,3,2,2,26,6,4,0,0,0,0,0,1,0,1,0,1,0,0,0.9251657720239975,0.0,0.0
56,14,4,3,1,4,4,15101,4,25,4,2,2,29,5,3,6,6,1,6,1,1,0,0,1,0,0,1,0.5862261413104141,1.0,0.2
20,9,5,1,4,3,4,17380,0,25,3,2,2,9,3,3,3,3,3,3,0,1,0,0,1,0,1,0,0.736466123451278,3.0,0.3
56,3,2,2,2,1,1,14375,0,21,3,4,3,25,1,3,8,8,4,5,1,1,0,1,0,0,0,1,0.4765550994632144,4.0,0.3076923076923077
48,4,1,2,3,1,4,14454,6,25,3,3,2,12,5,3,1,1,1,1,0,2,0,1,0,0,1,0,0.4810940953583833,1.0,0.07692307692307693
48,9,4,3,3,4,3,19822,1,21,3,4,1,15,2,1,5,2,1,2,0,1,0,1,0,1,0,0,0.9428086517208715,1.0,0.3125
55,9,4,2,1,5,4,12794,8,25,3,3,2,32,3,4,13,10,4,12,0,1,1,0,0,0,0,1,0.5226997771410379,4.0,0.3939393939393939
20,21,5,2,4,4,2,2030,2,18,3,2,3,5,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0.01630091569308494,0.0,0.0
36,10,1,3,4,4,2,2423,9,25,3,4,2,5,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0.024668455952005054,0.0,0.0
42,2,1,1,4,3,3,11625,1,20,3,4,0,34,2,1,24,7,3,15,0,1,1,0,0,1,0,0,0.45883476599808976,3.0,0.6857142857142857
22,13,2,4,2,4,3,5026,7,17,4,4,2,2,6,3,1,0,1,1,0,1,0,1,0,1,0,0,0.08864856330912535,1.0,0.3333333333333333
52,19,5,1,3,4,2,19669,1,25,3,3,2,30,3,4,16,10,4,6,0,1,0,1,0,1,0,0,0.9127723397537101,4.0,0.5161290322580645
50,2,1,4,4,2,2,10254,5,19,4,1,0,17,2,2,1,1,1,1,0,1,0,0,1,0,1,0,0.33597499720950996,1.0,0.05555555555555555
33,3,1,3,2,5,3,18709,4,20,3,2,2,18,1,3,1,1,1,1,0,1,0,1,0,0,0,1,0.7900615724660562,1.0,0.05263157894736842
40,2,5,1,4,4,1,1436,0,20,3,4,1,9,0,1,4,4,2,4,0,0,0,1,0,0,1,0,0.0069861067256078305,2.0,0.4
34,7,4,2,4,5,4,15222,9,18,3,4,2,24,2,3,6,5,1,6,0,1,0,1,0,1,0,0,0.5248658035996211,1.0,0.24
25,14,1,4,1,4,3,15766,5,21,3,2,0,5,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0.6874880611270296,0.0,0.0
43,4,5,2,3,5,3,19555,5,13,3,4,2,22,1,1,2,2,1,1,0,1,1,0,0,1,0,0,0.9445399554282076,1.0,0.08695652173913043
54,20,3,1,2,1,3,12567,4,23,3,3,3,35,3,3,18,10,2,8,0,1,0,1,0,0,0,1,0.38305178402273443,2.0,0.5
35,5,4,1,3,1,3,13508,7,25,3,4,0,6,2,3,1,1,1,1,0,0,1,0,0,0,0,1,0.562559694364852,1.0,0.14285714285714285
28,7,5,2,3,4,4,5096,4,24,3,1,1,1,3,4,0,0,0,0,0,2,0,0,1,1,0,0,0.12032592923317334,0.0,0.0
58,6,1,2,2,4,2,16490,9,25,4,3,2,38,2,4,10,4,4,4,1,2,0,1,0,1,0,0,0.604515314177455,4.0,0.2564102564102564
25,3,2,2,4,2,1,4791,6,21,3,3,0,15,6,4,2,1,1,2,0,1,0,1,0,0,1,0,0.08162298705399432,1.0,0.125
36,15,4,3,4,1,4,14657,7,16,3,2,0,20,3,1,1,0,1,1,0,2,0,1,0,0,1,0,0.4921455636248816,1.0,0.047619047619047616
51,2,3,4,3,4,3,17049,9,22,3,1,1,27,3,1,7,6,7,5,0,1,0,1,0,1,0,0,0.6461951373539627,7.0,0.25
30,10,1,3,3,1,4,11674,8,16,3,3,2,24,4,2,9,7,2,8,0,1,0,1,0,0,1,0,0.3414903694347963,2.0,0.36
26,2,4,4,4,5,1,15531,6,16,3,1,3,8,6,1,2,2,2,2,0,0,1,0,0,1,0,0,0.6725883476599809,2.0,0.2222222222222222
38,11,1,2,4,2,2,4188,0,20,3,3,0,18,2,3,2,2,2,2,0,2,1,0,0,1,0,0,0.1224450811843362,2.0,0.10526315789473684
38,6,3,3,4,3,3,17543,0,24,3,1,3,11,6,3,0,0,0,0,0,1,0,1,0,1,0,0,0.6857436059362172,0.0,0.0
59,18,3,1,4,3,1,12136,1,18,3,2,2,36,6,4,8,6,2,8,0,0,0,0,1,1,0,0,0.42460095992856345,2.0,0.21621621621621623
27,3,1,4,2,1,3,18183,0,21,3,4,1,7,4,3,7,5,6,7,0,1,0,1,0,0,1,0,0.7401720871487212,6.0,0.875
34,5,5,4,4,1,1,18438,9,12,3,3,2,11,4,3,2,2,2,2,0,1,1,0,0,0,1,0,0.8552053486150908,2.0,0.16666666666666666
39,8,5,1,2,2,4,7858,2,19,3,2,2,11,1,4,0,0,0,0,1,1,1,0,0,0,1,0,0.2796561604584527,0.0,0.0
54,21,5,1,1,3,1,17789,5,22,3,1,3,20,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0.7065835175244711,0.0,0.0
48,4,3,4,2,2,2,8310,5,15,3,1,2,35,6,3,6,6,1,6,1,1,0,1,0,1,0,0,0.19636090937796022,1.0,0.16666666666666666
45,10,1,3,4,5,1,8328,2,24,3,2,3,21,5,3,4,4,1,2,1,1,0,1,0,0,1,0,0.19711083043890118,1.0,0.18181818181818182
43,13,2,4,2,5,4,15500,8,22,3,1,1,11,4,3,1,1,1,1,0,1,0,1,0,0,1,0,0.5421534575307863,1.0,0.08333333333333333
27,5,1,1,1,4,1,13062,9,22,3,4,2,6,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0.4085096305652037,0.0,0.0
60,5,2,3,3,5,3,11315,3,22,4,4,1,40,4,2,15,14,1,10,0,1,1,0,0,0,1,0,0.444380770455269,1.0,0.36585365853658536
43,11,3,2,1,5,3,15989,6,17,4,2,2,33,5,4,7,7,2,6,0,1,0,0,1,0,1,0,0.6418127023105257,2.0,0.20588235294117646
46,2,4,2,3,5,2,16046,5,12,3,4,0,39,5,2,27,14,2,16,0,1,1,0,0,1,0,0,0.7032792104425343,2.0,0.675
36,14,4,3,4,3,3,19059,7,23,3,1,1,15,3,3,1,1,1,1,0,2,0,1,0,1,0,0,0.8267682349226397,1.0,0.0625
55,7,5,4,2,5,1,12980,6,25,3,3,2,20,6,2,6,6,2,5,0,0,0,1,0,0,1,0,0.4032996526681402,2.0,0.2857142857142857
47,9,1,2,1,1,4,13733,7,20,3,2,2,24,4,4,2,2,1,2,0,1,0,1,0,0,0,1,0.44229554783706976,1.0,0.08
41,6,1,2,1,5,4,19591,5,13,3,3,1,29,3,3,7,4,1,6,1,1,0,1,0,0,1,0,0.8991553520682033,1.0,0.23333333333333334
48,10,2,4,4,2,2,8345,6,24,3,1,3,22,0,3,8,8,4,2,1,0,0,1,0,0,1,0,0.19782128197031892,4.0,0.34782608695652173
54,9,3,2,2,1,3,17457,1,18,3,1,0,34,3,1,23,9,2,10,0,1,0,1,0,1,0,0,0.6779286390906221,2.0,0.6571428571428571
24,15,5,1,2,5,1,8837,1,21,3,3,2,3,0,3,0,0,0,0,0,1,1,0,0,0,1,0,0.324673670805476,0.0,0.0
23,3,4,1,1,4,2,11301,0,16,3,3,2,3,3,4,1,1,1,1,0,1,1,0,0,1,0,0,0.4436803565743394,1.0,0.25
19,4,4,4,3,5,3,19969,2,23,4,4,2,1,5,2,0,0,0,0,0,1,0,1,0,1,0,0,0.9823571203031259,0.0,0.0
20,9,2,2,1,2,1,9904,0,24,3,2,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0.31722290434200245,0.0,0.0
29,3,2,4,4,5,4,16157,0,22,3,4,3,15,6,4,13,7,1,2,0,1,0,1,0,0,1,0,0.5824518471739817,1.0,0.8125
49,3,4,3,4,2,4,19858,0,25,3,1,2,35,6,2,29,15,8,8,1,1,0,1,0,0,1,0,0.9501894537417114,8.0,0.8055555555555556
44,7,2,1,1,2,3,7537,4,25,3,4,0,15,6,4,1,1,1,1,0,1,1,0,0,1,0,0,0.2638650111429481,1.0,0.0625
57,6,4,2,4,1,3,19618,9,23,4,2,2,39,2,3,30,9,1,13,0,0,0,1,0,1,0,0,0.9036548784338491,1.0,0.75
21,4,1,4,2,4,3,15158,7,25,3,2,3,4,3,4,0,0,0,0,0,1,0,1,0,1,0,0,0.5208399115882538,0.0,0.0
57,8,3,1,1,3,2,16702,7,25,3,4,1,27,4,3,0,0,0,0,1,0,0,1,0,0,0,1,0.6197900221029365,0.0,0.0
54,7,5,3,3,2,3,18473,6,25,4,4,3,28,0,2,13,13,1,8,0,1,0,1,0,0,1,0,0.7678402273444901,1.0,0.4482758620689655
42,14,3,2,4,5,3,10907,1,20,4,3,3,29,3,4,22,15,3,13,1,1,1,0,0,1,0,0,0.4236867239732569,3.0,0.7333333333333333
56,11,5,1,2,3,1,9561,3,15,3,3,1,39,4,3,37,16,7,16,0,1,0,0,1,0,1,0,0.30036834468132606,7.0,0.925
38,10,5,3,1,1,3,19700,4,25,3,4,1,17,0,3,17,7,1,5,0,2,1,0,0,1,0,0,0.9579114931550462,1.0,0.9444444444444444
23,12,2,2,1,2,1,17863,4,23,3,3,1,9,6,3,1,1,1,1,0,1,0,1,0,1,0,0,0.7127012946005684,1.0,0.1
38,17,5,1,2,3,4,10837,7,22,4,3,2,17,5,2,2,2,1,1,0,1,1,0,0,0,1,0,0.4201846545686087,1.0,0.1111111111111111
23,6,2,2,2,4,4,17516,3,21,3,1,1,6,3,2,1,1,1,1,1,2,0,1,0,0,1,0,0.6827833912219766,1.0,0.14285714285714285
60,10,5,2,1,3,4,3515,1,24,3,1,1,35,3,3,17,9,2,15,1,1,0,1,0,0,0,1,0.04937638143353331,2.0,0.4722222222222222
55,22,1,4,3,5,2,2768,0,23,3,2,2,33,1,4,3,3,1,2,0,1,1,0,0,1,0,0,0.06488379496975485,1.0,0.08823529411764706
51,3,3,2,2,4,2,8211,0,25,3,4,1,38,1,1,25,14,6,9,1,1,1,0,0,0,1,0,0.29519261381725564,6.0,0.6410256410256411
51,9,1,1,3,3,1,17094,6,18,3,3,1,28,6,4,4,4,2,4,0,1,0,1,0,0,1,0,0.6496684559520051,2.0,0.13793103448275862
43,22,1,3,2,1,3,19816,8,20,3,1,3,12,5,4,5,5,2,5,0,1,1,0,0,0,0,1,0.9698185291308501,2.0,0.38461538461538464
50,15,3,2,3,4,3,12429,1,25,3,2,2,33,5,1,3,3,1,3,1,2,0,1,0,0,0,1,0.37721029365329967,1.0,0.08823529411764706
32,12,1,2,3,4,2,2523,4,16,3,3,0,24,4,2,5,5,5,1,0,1,1,0,0,1,0,0,0.054441260744985676,5.0,0.2
60,21,1,2,1,2,2,17414,3,25,3,1,1,40,4,3,31,16,3,15,0,1,1,0,0,0,0,1,0.7863737663164597,3.0,0.7560975609756098
37,4,5,1,3,3,2,19112,4,17,3,1,3,17,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0.8790043531644157,1.0,0.05555555555555555
54,9,2,2,3,1,1,13091,7,23,3,1,2,32,0,3,8,6,3,2,1,1,1,0,0,0,0,1,0.5386182744348933,3.0,0.24242424242424243
41,3,1,1,1,5,2,19430,5,17,4,3,3,29,4,4,9,9,3,2,1,1,0,1,0,0,1,0,0.8746842437638144,3.0,0.3
54,15,4,1,3,5,2,19678,5,19,3,3,0,28,5,2,0,0,0,0,0,1,0,1,0,1,0,0,0.914074834227976,0.0,0.0
43,12,1,2,1,4,2,1814,3,17,3,2,1,22,3,4,2,2,1,2,1,2,0,0,1,1,0,0,0.017077798861480076,1.0,0.08695652173913043
59,9,4,3,2,3,2,13953,4,18,3,4,0,34,0,1,14,13,7,9,0,1,0,1,0,0,1,0,0.45401799810546256,7.0,0.4
54,5,2,4,1,1,2,16422,1,13,3,3,1,26,1,4,9,5,1,6,0,1,0,1,0,1,0,0,0.5996210925165772,1.0,0.3333333333333333
53,13,3,3,3,5,1,19580,2,12,3,3,2,30,2,4,10,4,2,5,1,1,0,1,0,0,0,1,0.8973397537101357,2.0,0.3225806451612903
60,4,2,1,2,5,3,14935,5,12,3,4,2,39,2,1,23,12,5,16,0,1,1,0,0,1,0,0,0.6394778732887615,5.0,0.575
47,7,5,1,1,1,4,16912,5,24,3,2,3,36,4,2,10,3,1,10,0,1,0,0,1,0,1,0,0.6991851769170666,1.0,0.2702702702702703
21,25,1,1,3,2,3,12763,6,24,3,2,0,2,3,2,0,0,0,0,0,1,0,1,0,1,0,0,0.3925639406378276,0.0,0.0
37,8,1,4,3,2,3,10139,6,22,3,2,3,16,1,3,1,1,1,0,0,1,1,0,0,0,1,0,0.3862464183381089,1.0,0.058823529411764705
24,10,3,3,4,1,1,19992,3,19,3,3,0,8,0,3,3,3,1,3,0,1,0,1,0,1,0,0,0.9932901799810546,1.0,0.3333333333333333
53,3,1,2,2,5,1,16768,6,16,3,3,2,32,4,1,12,8,1,3,0,2,0,1,0,1,0,0,0.6246447742342911,1.0,0.36363636363636365
27,3,4,4,3,2,4,18042,0,25,3,2,1,14,5,4,2,2,2,2,1,1,0,1,0,1,0,0,0.727818124407957,2.0,0.13333333333333333
22,5,1,1,1,2,3,19986,9,23,4,2,0,4,3,2,1,1,1,1,0,1,0,1,0,0,1,0,0.9904089043258605,1.0,0.2
35,23,5,2,4,2,2,10438,0,25,3,1,2,11,4,4,1,1,1,1,1,1,0,1,0,0,1,0,0.2862724976318282,1.0,0.08333333333333333
37,8,1,3,2,1,2,19076,0,22,3,1,1,19,3,4,14,9,6,6,1,1,0,0,1,1,0,0,0.8756557651523608,6.0,0.7
26,15,2,4,1,2,4,13635,5,20,3,2,2,4,4,4,0,0,0,0,0,2,0,1,0,0,0,1,0.4369671613514367,0.0,0.0
43,19,3,1,4,4,2,3196,6,21,3,2,3,17,5,2,0,0,0,0,1,1,1,0,0,1,0,0,0.08175740210124165,0.0,0.0
44,15,3,2,3,2,3,13222,9,23,4,3,3,29,0,1,2,2,1,1,0,0,0,1,0,1,0,0,0.4171929270603094,1.0,0.06666666666666667
32,18,2,3,2,3,1,17562,9,17,3,3,3,17,2,2,3,2,1,3,0,1,0,1,0,1,0,0,0.6872829175876224,1.0,0.16666666666666666
22,6,3,4,4,2,3,6498,4,25,3,4,1,3,3,3,0,0,0,0,1,0,0,1,0,1,0,0,0.13261761919797915,0.0,0.0
31,7,5,1,1,5,1,11532,7,23,3,3,2,10,3,4,2,2,2,2,0,1,1,0,0,0,1,0,0.4545049347341611,2.0,0.18181818181818182
42,4,4,4,3,4,4,3727,8,22,3,2,0,5,3,3,2,2,2,1,0,1,0,1,0,0,0,1,0.05427060309441111,2.0,0.3333333333333333
40,20,3,1,1,3,4,12656,0,25,3,2,1,3,0,4,0,0,0,0,0,1,1,0,0,0,1,0,0.5155682903533907,0.0,0.0
47,12,3,1,1,4,3,13072,9,23,3,4,3,29,5,3,13,9,1,9,0,0,1,0,0,0,1,0,0.5375994906080866,1.0,0.43333333333333335
37,8,4,1,1,2,3,14991,7,21,4,2,1,15,2,1,3,1,1,3,0,1,0,0,1,0,1,0,0.5796405848867061,1.0,0.1875
45,4,1,1,3,3,4,3910,5,25,3,1,3,28,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0.11181152499204075,1.0,0.034482758620689655
58,17,3,3,2,3,3,10568,5,24,3,3,0,33,0,2,11,5,1,11,0,1,0,1,0,1,0,0,0.2920745184717398,1.0,0.3235294117647059
42,16,1,1,2,2,4,19500,7,25,3,3,3,25,0,1,5,5,2,2,0,1,0,1,0,1,0,0,0.8849068519103253,2.0,0.19230769230769232
47,9,4,1,3,2,2,17691,2,25,3,2,0,18,1,2,1,1,1,1,0,0,0,0,1,1,0,0,0.7596830003348588,1.0,0.05263157894736842
55,15,4,3,4,5,1,12753,1,25,3,2,0,32,4,1,17,13,2,12,0,1,0,0,1,0,1,0,0.45451501283625406,2.0,0.5151515151515151
57,7,1,3,3,4,3,13370,2,19,3,1,0,22,2,4,12,12,2,10,0,2,0,1,0,0,1,0,0.42449479002210294,2.0,0.5217391304347826
40,3,3,2,4,2,1,5891,1,18,3,2,1,2,5,3,0,0,0,0,1,2,1,0,0,1,0,0,0.1912766634829672,0.0,0.0
47,4,3,3,3,5,1,18489,3,15,3,4,1,28,6,4,1,1,1,1,0,1,0,1,0,0,0,1,0.7691032522892327,1.0,0.034482758620689655
32,6,3,1,2,3,1,12334,1,25,3,3,2,7,5,2,0,0,0,0,0,1,1,0,0,0,0,1,0.49824896529767587,0.0,0.0
58,6,5,3,3,5,4,19770,0,25,3,2,2,20,3,4,2,2,2,2,1,1,0,1,0,1,0,0,0.9323492263972214,2.0,0.09523809523809523
27,3,4,2,3,3,1,12905,5,25,3,1,0,5,2,3,1,1,1,1,0,1,1,0,0,1,0,0,0.5290035020694046,1.0,0.16666666666666666
34,16,1,1,3,5,4,19526,5,25,3,3,1,15,3,4,0,0,0,0,0,1,0,1,0,1,0,0,0.8888538048626461,0.0,0.0
60,16,5,1,1,4,3,19449,0,24,3,1,0,39,0,4,36,15,3,15,1,1,0,1,0,1,0,0,0.8776839280075781,3.0,0.9
57,18,5,2,1,4,4,18826,3,24,4,4,1,39,0,2,11,3,4,4,0,2,1,0,0,0,1,0,0.8818847500795924,4.0,0.275
19,2,1,1,3,2,1,18799,8,25,4,4,2,0,5,3,0,0,0,0,0,2,0,1,0,0,0,1,0.7988238080202084,0.0,0.0
36,5,3,3,4,4,3,19280,2,24,4,1,2,13,2,1,3,2,1,3,0,0,0,1,0,1,0,0,0.8541600884117462,1.0,0.21428571428571427
20,2,3,2,3,2,2,9047,4,24,3,1,3,0,3,3,0,0,0,0,1,1,0,1,0,0,1,0,0.22596305652036627,0.0,0.0
33,5,2,3,3,3,3,11526,2,16,3,1,1,6,4,3,0,0,0,0,0,2,0,1,0,1,0,0,0.334977897063467,0.0,0.0
57,19,2,4,2,4,4,5006,0,24,3,4,2,35,3,1,3,3,2,3,0,1,0,1,0,0,1,0,0.08817492895484685,2.0,0.08333333333333333
33,20,4,4,3,3,1,19395,2,16,3,2,0,9,0,4,0,0,0,0,0,1,0,0,1,0,1,0,0.907132492465677,0.0,0.0
51,14,4,2,3,1,3,10854,3,22,3,1,2,29,5,2,18,12,1,10,0,1,0,0,1,0,1,0,0.36175912490233286,1.0,0.6
23,17,1,4,1,4,2,4803,7,23,4,4,3,25,1,3,2,2,1,2,0,1,1,0,0,1,0,0,0.14823304680038205,1.0,0.07692307692307693
22,15,2,4,1,2,3,5686,0,19,3,1,0,3,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0.141645272909923,0.0,0.0
36,20,1,4,1,1,1,3035,6,16,3,4,1,13,6,4,4,3,3,4,0,1,1,0,0,0,0,1,0.07545367717287488,3.0,0.2857142857142857
52,11,2,2,3,5,3,19999,7,23,3,2,2,13,5,4,0,0,0,0,1,1,1,0,0,1,0,0,0.999554282075772,0.0,0.0
31,15,2,2,4,1,2,19367,0,22,3,2,1,14,2,2,0,0,0,0,0,2,1,0,0,1,0,0,0.9271569563833174,0.0,0.0
42,2,3,1,3,4,1,12308,7,17,3,1,0,22,2,2,2,2,2,2,0,1,1,0,0,0,1,0,0.4967844635466412,2.0,0.08695652173913043
36,5,4,4,2,5,2,7863,3,25,3,2,3,15,2,3,0,0,0,0,0,2,0,1,0,1,0,0,0.17950742027155037,0.0,0.0
23,3,4,2,3,3,1,10232,8,13,3,1,1,2,4,1,0,0,0,0,1,1,0,1,0,0,1,0,0.2767998105462583,0.0,0.0
21,4,1,3,1,4,4,9279,6,16,4,2,1,3,3,2,0,0,0,0,0,1,0,1,0,1,0,0,0.23567256078307547,0.0,0.0
52,5,4,2,3,4,1,6125,2,24,3,3,2,20,3,2,3,3,2,3,0,1,0,1,0,0,1,0,0.12152668140195769,2.0,0.14285714285714285
57,16,2,4,2,2,4,18030,5,14,3,1,1,29,6,3,20,13,1,10,0,1,0,1,0,0,1,0,0.726476160404168,1.0,0.6666666666666666
20,15,4,2,2,2,2,5438,4,17,3,3,1,0,5,1,0,0,0,0,1,2,0,0,1,1,0,0,0.13316218327938387,0.0,0.0
19,20,5,4,2,3,4,5675,5,18,3,3,1,0,2,2,0,0,0,0,0,1,1,0,0,0,0,1,0.18293537090098694,0.0,0.0
45,6,4,3,3,5,1,13000,3,22,3,2,2,34,5,2,7,7,2,7,0,1,0,1,0,0,1,0,0.4047994947900221,2.0,0.2
48,22,2,1,2,4,1,6952,8,23,3,1,0,15,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0.23712193568927092,0.0,0.0
51,5,3,4,1,5,1,7890,1,20,3,3,0,31,1,1,7,6,1,6,1,2,0,1,0,0,1,0,0.18037574992106095,1.0,0.21875
27,5,3,1,4,4,4,6134,8,25,4,2,0,18,1,4,1,1,1,1,0,1,1,0,0,1,0,0,0.2017828716969118,1.0,0.05263157894736842
50,18,2,3,3,5,3,14533,6,19,3,2,3,27,6,1,2,2,1,2,1,1,1,0,0,0,1,0,0.61585482330468,1.0,0.07142857142857142
30,5,5,2,1,5,4,19417,7,18,3,4,1,8,5,4,1,1,1,1,0,1,0,0,1,1,0,0,0.9092532648733117,1.0,0.1111111111111111
50,11,1,1,3,4,4,16127,1,17,3,1,0,16,6,4,2,1,1,2,0,0,0,1,0,1,0,0,0.5807546574044837,1.0,0.11764705882352941
55,3,1,1,3,2,2,4919,8,13,3,4,2,37,4,1,23,12,3,10,0,2,0,1,0,1,0,0,0.08493842753394379,3.0,0.6052631578947368
38,22,2,2,4,4,4,15742,9,17,3,4,2,19,5,2,1,1,1,1,0,1,0,1,0,1,0,0,0.5569545311019892,1.0,0.05
50,14,3,1,4,1,3,3335,2,25,3,3,0,36,5,4,15,4,1,13,0,2,0,1,0,0,1,0,0.04487685506788759,1.0,0.40540540540540543
28,25,4,3,4,3,2,4511,9,21,4,4,0,11,5,2,0,0,0,0,0,2,0,1,0,0,1,0,0.07337385538364383,0.0,0.0
46,21,3,2,2,5,4,13139,9,23,3,1,3,26,1,4,5,1,5,5,0,1,0,1,0,1,0,0,0.41281180928323336,5.0,0.18518518518518517
56,3,2,3,1,5,1,13929,0,24,3,4,1,39,1,1,29,13,2,13,0,0,0,1,0,0,0,1,0.4530312598673824,2.0,0.725
52,8,4,3,4,1,2,11946,2,25,3,2,2,39,2,4,14,6,4,11,0,0,1,0,0,0,1,0,0.4759630690862783,4.0,0.35
26,3,4,4,3,3,4,14297,7,15,4,1,2,5,0,2,0,0,0,0,1,2,1,0,0,1,0,0,0.603629417382999,0.0,0.0
37,6,4,1,1,1,1,12135,2,23,4,2,1,29,6,1,5,3,1,5,1,2,0,1,0,0,1,0,0.36319861067256076,1.0,0.16666666666666666
48,3,4,1,4,5,4,19957,2,25,3,1,3,19,4,1,0,0,0,0,0,1,0,1,0,0,1,0,0.9774628986422482,0.0,0.0
22,22,1,1,3,4,4,17604,7,24,3,2,3,1,3,2,1,1,1,1,0,1,0,1,0,0,0,1,0.690835175244711,1.0,0.5
30,21,4,2,2,4,2,14633,7,25,3,4,3,20,5,4,3,2,3,3,0,2,0,1,0,0,0,1,0.49076413009156933,3.0,0.14285714285714285
45,9,1,1,1,2,4,13770,3,20,3,4,0,17,4,4,17,10,5,7,1,1,1,0,0,0,1,0,0.5772683858643745,5.0,0.9444444444444444
45,5,3,3,2,1,2,17964,1,25,3,4,2,32,6,3,7,7,1,7,0,1,0,1,0,0,0,1,0.7205162614461635,1.0,0.21212121212121213
48,7,4,3,3,2,3,10161,3,24,3,1,2,28,1,3,5,5,1,4,0,1,1,0,0,0,1,0,0.38694683221903853,1.0,0.1724137931034483
54,13,1,3,1,3,2,8128,5,24,3,3,2,36,3,2,14,11,4,9,0,1,0,1,0,1,0,0,0.18917745500473634,4.0,0.3783783783783784
56,3,2,4,3,1,4,4411,0,17,3,3,1,29,3,4,7,6,2,7,0,1,0,1,0,0,1,0,0.07088727502368172,2.0,0.23333333333333334
46,22,4,1,4,4,3,19257,4,23,3,1,2,22,3,4,4,4,4,4,0,1,0,1,0,1,0,0,0.8507657088727503,4.0,0.17391304347826086
44,12,3,2,3,1,4,10587,9,13,3,2,1,21,6,2,15,11,3,10,0,2,1,0,0,1,0,0,0.4078319006685769,3.0,0.6818181818181818
28,5,5,2,4,3,4,10794,1,24,3,4,2,8,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.30202083991158823,0.0,0.0
42,2,5,4,2,5,1,17156,8,17,4,1,0,30,5,3,19,10,2,13,0,0,0,1,0,1,0,0,0.6539311651405115,2.0,0.6129032258064516
45,3,1,2,1,4,1,4434,3,22,3,2,0,30,4,4,30,10,4,9,0,1,1,0,0,0,0,1,0.13346068131168418,4.0,0.967741935483871
50,12,1,2,3,4,2,6892,2,22,3,4,3,29,2,3,2,2,1,2,1,2,0,1,0,1,0,0,0.14520839911588254,1.0,0.06666666666666667
56,12,3,4,2,1,4,11380,2,24,3,4,2,29,5,2,5,5,2,5,0,1,0,0,1,0,0,1,0.38698515459314653,2.0,0.16666666666666666
42,12,5,4,2,1,1,19407,4,24,3,4,2,11,1,4,1,1,1,1,0,1,0,1,0,0,0,1,0.8714477423429112,1.0,0.08333333333333333
36,9,5,2,3,5,4,19533,3,21,4,3,1,11,4,3,1,1,1,1,0,1,1,0,0,0,0,1,0.9416109519261382,1.0,0.08333333333333333
35,2,5,3,4,5,4,19534,0,25,3,3,3,19,1,4,5,2,1,5,0,1,0,0,1,1,0,0,0.9237638129255498,1.0,0.25
45,11,3,1,1,4,1,17988,3,19,3,1,1,17,2,4,1,1,1,1,0,1,1,0,0,0,1,0,0.8241961158866603,1.0,0.05555555555555555
25,3,2,3,3,5,3,14448,3,17,4,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0.6118433619866285,0.0,0.0
22,8,5,1,2,1,4,11535,1,25,4,2,0,2,1,3,0,0,0,0,1,1,0,1,0,1,0,0,0.3353725923586991,0.0,0.0
